6.0296,6.0381,6.0465,6.0549,6.0633,6.0716,6.0798,6.0879,6.096,6.104,6.1118,6.1196,6.1272,6.1347,6.1421,6.1494,6.1566,6.1635,6.1704,6.1771,6.1836,6.19,6.1962,6.2022,6.208,6.2137,6.2191,6.2244,6.2294,6.2343,6.2389,6.2433,6.2476,6.2516,6.2553,6.2589,6.2622,6.2652,6.2681,6.2707,6.273,6.2752,6.277,6.2787,6.28,6.2812,6.2821,6.2827,6.2831,6.2832
5.2993,5.3313,5.3633,5.395,5.4267,5.4581,5.4894,5.5204,5.5511,5.5816,5.6117,5.6415,5.6709,5.6999,5.7285,5.7566,5.7843,5.8114,5.8381,5.8641,5.8896,5.9145,5.9387,5.9623,5.9852,6.0074,6.0288,6.0496,6.0695,6.0887,6.1071,6.1246,6.1413,6.1571,6.1721,6.1862,6.1993,6.2116,6.2229,6.2333,6.2427,6.2511,6.2586,6.2651,6.2706,6.2751,6.2787,6.2812,6.2827,6.2832
4.1803,4.2452,4.3101,4.3749,4.4397,4.5044,4.5689,4.6331,4.697,4.7605,4.8236,4.8861,4.9481,5.0094,5.07,5.1299,5.1889,5.2469,5.3041,5.3601,5.4151,5.4689,5.5215,5.5727,5.6227,5.6712,5.7182,5.7637,5.8076,5.8498,5.8904,5.9292,5.9662,6.0014,6.0346,6.066,6.0953,6.1227,6.148,6.1712,6.1923,6.2112,6.228,6.2426,6.2549,6.2651,6.273,6.2787,6.2821,6.2832
2.8058,2.9046,3.0041,3.1041,3.2046,3.3055,3.4066,3.5078,3.6091,3.7102,3.8112,3.9118,4.0121,4.1117,4.2106,4.3088,4.4059,4.502,4.5969,4.6905,4.7825,4.873,4.9617,5.0486,5.1334,5.2161,5.2966,5.3747,5.4503,5.5232,5.5935,5.6608,5.7252,5.7866,5.8447,5.8996,5.9512,5.9992,6.0438,6.0847,6.122,6.1555,6.1852,6.2111,6.233,6.251,6.2651,6.2751,6.2812,6.2832
1.3366,1.4616,1.5884,1.7171,1.8474,1.9792,2.1124,2.2468,2.3822,2.5186,2.6556,2.7932,2.9312,3.0692,3.2072,3.3449,3.4821,3.6187,3.7542,3.8886,4.0216,4.153,4.2824,4.4098,4.5348,4.6573,4.7769,4.8935,5.0068,5.1165,5.2225,5.3246,5.4225,5.516,5.6049,5.6891,5.7683,5.8424,5.9111,5.9745,6.0322,6.0842,6.1304,6.1707,6.2049,6.233,6.2549,6.2706,6.28,6.2832
-0.059873,0.075259,0.21425,0.35698,0.50332,0.65314,0.80626,0.96251,1.1217,1.2836,1.448,1.6146,1.7832,1.9536,2.1253,2.2982,2.4719,2.646,2.8203,2.9943,3.1678,3.3403,3.5114,3.6808,3.8481,4.0129,4.1748,4.3334,4.4883,4.6391,4.7854,4.9268,5.0631,5.1937,5.3184,5.4368,5.5485,5.6534,5.751,5.8411,5.9234,5.9977,6.0638,6.1215,6.1706,6.211,6.2425,6.2651,6.2787,6.2832
-1.2317,-1.1077,-0.97736,-0.84079,-0.69802,-0.54916,-0.39433,-0.23369,-0.067422,0.10426,0.28112,0.46288,0.64925,0.83988,1.0344,1.2325,1.4337,1.6376,1.8436,2.0514,2.2604,2.47,2.6798,2.8891,3.0973,3.304,3.5083,3.7099,3.9079,4.1019,4.2911,4.475,4.653,4.8245,4.9889,5.1456,5.2941,5.4339,5.5644,5.6853,5.796,5.8962,5.9855,6.0636,6.1302,6.185,6.2278,6.2585,6.277,6.2832
-2.0615,-1.9714,-1.8724,-1.7645,-1.6476,-1.5217,-1.3867,-1.2428,-1.09,-0.92841,-0.75826,-0.57976,-0.39319,-0.19888,0.002802,0.21143,0.42653,0.64759,0.87403,1.1052,1.3406,1.5793,1.8208,2.0641,2.3085,2.5533,2.7974,3.04,3.2803,3.5172,3.75,3.9777,4.1993,4.414,4.6208,4.8189,5.0075,5.1858,5.3529,5.5081,5.6508,5.7802,5.8958,5.9972,6.0837,6.1551,6.2109,6.251,6.2751,6.2832
-2.4809,-2.4443,-2.3969,-2.3384,-2.2685,-2.1869,-2.0934,-1.9877,-1.8699,-1.7397,-1.5973,-1.4427,-1.276,-1.0975,-0.9074,-0.70616,-0.49419,-0.27202,-0.040253,0.20044,0.4493,0.70549,0.96813,1.2362,1.5088,1.7847,2.0628,2.342,2.6209,2.8984,3.1732,3.4439,3.7093,3.9681,4.2189,4.4605,4.6917,4.9111,5.1178,5.3105,5.4883,5.65,5.795,5.9223,6.0313,6.1213,6.1918,6.2425,6.273,6.2832
-2.4775,-2.5068,-2.5248,-2.5306,-2.5237,-2.5034,-2.4692,-2.4204,-2.3567,-2.2777,-2.183,-2.0724,-1.9458,-1.8031,-1.6445,-1.4701,-1.2801,-1.075,-0.85537,-0.62176,-0.37496,-0.11583,0.15462,0.43529,0.72497,1.0223,1.326,1.6344,1.9461,2.2594,2.5725,2.8837,3.1913,3.4935,3.7885,4.0744,4.3496,4.6123,4.8609,5.0937,5.3093,5.5063,5.6833,5.8392,5.9729,6.0836,6.1705,6.2329,6.2706,6.2832
