2.8391,2.8392,2.8393,2.8396,2.8401,2.8406,2.8412,2.842,2.8429,2.8439,2.845,2.8463,2.8476,2.8491,2.8507,2.8524,2.8542,2.8561,2.8581,2.8602,2.8625,2.8648,2.8672,2.8697,2.8724,2.8751,2.8779,2.8808,2.8838,2.8869,2.89,2.8932,2.8966,2.9,2.9034,2.907,2.9106,2.9142,2.918,2.9218,2.9256,2.9295,2.9335,2.9375,2.9415,2.9456,2.9497,2.9539,2.958,2.9623
2.0185,2.0187,2.0193,2.0204,2.0218,2.0236,2.0259,2.0285,2.0316,2.0351,2.0389,2.0432,2.0479,2.0529,2.0584,2.0642,2.0704,2.077,2.084,2.0914,2.0991,2.1072,2.1156,2.1244,2.1335,2.143,2.1529,2.163,2.1735,2.1843,2.1954,2.2068,2.2186,2.2306,2.2429,2.2554,2.2682,2.2813,2.2947,2.3082,2.322,2.336,2.3503,2.3647,2.3793,2.3941,2.4091,2.4242,2.4395,2.4549
0.91283,0.91318,0.91423,0.91598,0.91842,0.92157,0.92541,0.92995,0.93518,0.94111,0.94773,0.95505,0.96306,0.97175,0.98114,0.99121,1.002,1.0134,1.0255,1.0383,1.0518,1.0659,1.0807,1.0961,1.1122,1.129,1.1464,1.1645,1.1831,1.2024,1.2224,1.2429,1.2641,1.2858,1.3081,1.331,1.3545,1.3785,1.4031,1.4282,1.4539,1.48,1.5066,1.5337,1.5613,1.5893,1.6177,1.6466,1.6758,1.7055
-0.17266,-0.17227,-0.17108,-0.1691,-0.16633,-0.16276,-0.15839,-0.15323,-0.14726,-0.14049,-0.13291,-0.12451,-0.1153,-0.10526,-0.0944,-0.082706,-0.070175,-0.056801,-0.042578,-0.027501,-0.011565,0.0052375,0.022911,0.041462,0.060894,0.081215,0.10243,0.12454,0.14755,0.17147,0.19629,0.22203,0.24868,0.27625,0.30473,0.33413,0.36444,0.39567,0.4278,0.46084,0.49478,0.52962,0.56534,0.60194,0.6394,0.67772,0.71688,0.75686,0.79765,0.83923
-0.9558,-0.95552,-0.95466,-0.95323,-0.95123,-0.94864,-0.94547,-0.9417,-0.93732,-0.93233,-0.92672,-0.92046,-0.91355,-0.90598,-0.89772,-0.88876,-0.87907,-0.86865,-0.85747,-0.8455,-0.83273,-0.81913,-0.80468,-0.78935,-0.77312,-0.75596,-0.73785,-0.71876,-0.69867,-0.67754,-0.65536,-0.6321,-0.60772,-0.58221,-0.55554,-0.52769,-0.49863,-0.46834,-0.4368,-0.40399,-0.36989,-0.33449,-0.29776,-0.2597,-0.2203,-0.17954,-0.13743,-0.093947,-0.049102,-0.0028923
-1.2629,-1.2628,-1.2628,-1.2626,-1.2624,-1.2621,-1.2617,-1.2612,-1.2606,-1.2598,-1.2589,-1.2579,-1.2566,-1.2551,-1.2534,-1.2514,-1.2491,-1.2464,-1.2433,-1.2399,-1.2359,-1.2315,-1.2265,-1.221,-1.2147,-1.2078,-1.2002,-1.1918,-1.1825,-1.1723,-1.1612,-1.149,-1.1358,-1.1214,-1.1059,-1.0891,-1.0709,-1.0515,-1.0306,-1.0082,-0.9842,-0.95865,-0.93145,-0.90253,-0.87185,-0.83936,-0.805,-0.76875,-0.73055,-0.69037
-1.0764,-1.0766,-1.0775,-1.0789,-1.0809,-1.0834,-1.0864,-1.09,-1.0941,-1.0987,-1.1037,-1.1092,-1.1152,-1.1215,-1.1281,-1.1351,-1.1424,-1.15,-1.1577,-1.1656,-1.1737,-1.1818,-1.1898,-1.1979,-1.2058,-1.2136,-1.2211,-1.2283,-1.2351,-1.2414,-1.2472,-1.2523,-1.2567,-1.2603,-1.263,-1.2647,-1.2653,-1.2647,-1.2628,-1.2595,-1.2547,-1.2483,-1.2402,-1.2303,-1.2184,-1.2045,-1.1885,-1.1702,-1.1496,-1.1265
-0.53049,-0.53102,-0.53261,-0.53526,-0.53896,-0.5437,-0.54949,-0.55632,-0.56417,-0.57305,-0.58292,-0.59379,-0.60563,-0.61843,-0.63217,-0.64682,-0.66236,-0.67876,-0.69599,-0.71401,-0.73279,-0.75228,-0.77244,-0.79322,-0.81456,-0.83641,-0.85869,-0.88135,-0.9043,-0.92747,-0.95078,-0.97413,-0.99742,-1.0206,-1.0434,-1.0659,-1.088,-1.1093,-1.13,-1.1497,-1.1684,-1.186,-1.2022,-1.2169,-1.23,-1.2413,-1.2506,-1.2578,-1.2627,-1.2651
0.14192,0.14133,0.13955,0.13658,0.13242,0.12706,0.12051,0.11274,0.10377,0.093587,0.082177,0.069538,0.055662,0.040544,0.024178,0.0065603,-0.012314,-0.032446,-0.053836,-0.076482,-0.10038,-0.12552,-0.15189,-0.17948,-0.20827,-0.23823,-0.26933,-0.30153,-0.33481,-0.3691,-0.40435,-0.44049,-0.47747,-0.51518,-0.55356,-0.59249,-0.63186,-0.67157,-0.71148,-0.75145,-0.79133,-0.83097,-0.87018,-0.9088,-0.94662,-0.98344,-1.0191,-1.0533,-1.0858,-1.1164
0.69202,0.69159,0.69032,0.68818,0.68517,0.68129,0.6765,0.6708,0.66416,0.65655,0.64795,0.63831,0.62762,0.61582,0.60288,0.58876,0.57342,0.5568,0.53888,0.51959,0.49891,0.47677,0.45315,0.428,0.40128,0.37296,0.34301,0.3114,0.27811,0.24312,0.20643,0.16804,0.12796,0.086206,0.042808,-0.002191,-0.048738,-0.096766,-0.14619,-0.19693,-0.24885,-0.30184,-0.35574,-0.41041,-0.46565,-0.52126,-0.57704,-0.63274,-0.68812,-0.74289
0.93771,0.93764,0.93743,0.93707,0.93655,0.93584,0.93492,0.93376,0.93233,0.93058,0.92847,0.92594,0.92293,0.91939,0.91525,0.91042,0.90485,0.89844,0.8911,0.88276,0.87331,0.86267,0.85073,0.83739,0.82255,0.8061,0.78796,0.76801,0.74616,0.7223,0.69636,0.66823,0.63784,0.60512,0.56999,0.53242,0.49234,0.44974,0.4046,0.35693,0.30673,0.25406,0.19897,0.14155,0.081901,0.020163,-0.043508,-0.10892,-0.17587,-0.2441
0.8192,0.81955,0.82059,0.82232,0.82472,0.82777,0.83145,0.83573,0.84057,0.84592,0.85175,0.85798,0.86457,0.87145,0.87853,0.88574,0.89298,0.90017,0.9072,0.91395,0.92031,0.92615,0.93135,0.93576,0.93923,0.94162,0.94276,0.9425,0.94067,0.93709,0.93159,0.924,0.91414,0.90183,0.88691,0.86921,0.84857,0.82483,0.79785,0.7675,0.73367,0.69627,0.6552,0.61043,0.56191,0.50965,0.45369,0.39408,0.33092,0.26435
0.40962,0.41029,0.41228,0.41559,0.42022,0.42615,0.43337,0.44187,0.45162,0.4626,0.47478,0.48811,0.50258,0.51812,0.53469,0.55222,0.57066,0.58992,0.60992,0.63057,0.65176,0.67339,0.69533,0.71745,0.73959,0.7616,0.78331,0.80454,0.82509,0.84475,0.86331,0.88054,0.8962,0.91003,0.92179,0.93121,0.93802,0.94195,0.94273,0.94009,0.93377,0.92351,0.90906,0.8902,0.86672,0.83842,0.80515,0.76678,0.72321,0.67439
-0.12032,-0.11958,-0.11735,-0.11364,-0.10844,-0.10174,-0.093538,-0.083827,-0.072597,-0.059839,-0.045548,-0.029715,-0.012337,0.006589,0.027062,0.049076,0.072621,0.09768,0.12423,0.15224,0.18166,0.21245,0.24454,0.27785,0.31229,0.34776,0.38412,0.42125,0.45898,0.49713,0.5355,0.57388,0.61202,0.64966,0.68652,0.7223,0.75668,0.78931,0.81983,0.84789,0.87308,0.89503,0.91332,0.92756,0.93735,0.9423,0.94202,0.93616,0.92439,0.90639
-0.56929,-0.56876,-0.56716,-0.56449,-0.56072,-0.55584,-0.54982,-0.54261,-0.53418,-0.52449,-0.51348,-0.5011,-0.48729,-0.47199,-0.45513,-0.43666,-0.41651,-0.39461,-0.37091,-0.34535,-0.31788,-0.28846,-0.25704,-0.22361,-0.18816,-0.15068,-0.11119,-0.069738,-0.026369,0.018833,0.065764,0.11429,0.16426,0.21547,0.26771,0.32072,0.37422,0.42787,0.48132,0.53419,0.58603,0.63641,0.68482,0.73076,0.7737,0.81306,0.84829,0.87882,0.90405,0.92344
-0.77877,-0.77867,-0.77838,-0.77787,-0.77712,-0.7761,-0.77476,-0.77306,-0.77091,-0.76827,-0.76504,-0.76113,-0.75644,-0.75087,-0.7443,-0.7366,-0.72766,-0.71733,-0.70548,-0.69196,-0.67663,-0.65935,-0.63996,-0.61833,-0.59432,-0.5678,-0.53865,-0.50677,-0.47206,-0.43445,-0.3939,-0.35037,-0.30387,-0.25444,-0.20214,-0.14709,-0.089447,-0.029399,0.032801,0.096857,0.16242,0.22908,0.29638,0.36382,0.43082,0.49678,0.56102,0.62284,0.68151,0.73625
-0.68701,-0.68741,-0.68862,-0.69061,-0.69337,-0.69686,-0.70104,-0.70585,-0.71124,-0.71712,-0.72342,-0.73003,-0.73685,-0.74377,-0.75064,-0.75733,-0.76368,-0.76952,-0.77467,-0.77895,-0.78214,-0.78403,-0.78441,-0.78304,-0.77967,-0.77408,-0.76601,-0.75522,-0.74147,-0.72451,-0.70414,-0.68012,-0.65227,-0.62042,-0.58443,-0.54419,-0.49963,-0.45073,-0.39752,-0.34009,-0.27858,-0.21321,-0.14426,-0.072089,0.0028533,0.08005,0.1589,0.23872,0.31874,0.39814
-0.34551,-0.34628,-0.34861,-0.35247,-0.35787,-0.36478,-0.37317,-0.38302,-0.3943,-0.40694,-0.42092,-0.43615,-0.45257,-0.47009,-0.48861,-0.50803,-0.52822,-0.54903,-0.57032,-0.59189,-0.61356,-0.63511,-0.65632,-0.67691,-0.69663,-0.71518,-0.73225,-0.74752,-0.76063,-0.77123,-0.77896,-0.78345,-0.78433,-0.78122,-0.77376,-0.76161,-0.74445,-0.72197,-0.69393,-0.66011,-0.62036,-0.57458,-0.52277,-0.46497,-0.40135,-0.33216,-0.25776,-0.17861,-0.095308,-0.0085489
0.10596,0.1051,0.1025,0.098172,0.092101,0.084283,0.074707,0.063363,0.050243,0.035337,0.01864,0.00014961,-0.020132,-0.042196,-0.066025,-0.091589,-0.11885,-0.14775,-0.17822,-0.21017,-0.24349,-0.27805,-0.31367,-0.35019,-0.38738,-0.425,-0.46277,-0.50037,-0.53746,-0.57366,-0.60857,-0.64174,-0.6727,-0.70095,-0.72598,-0.74726,-0.76425,-0.77641,-0.78319,-0.78408,-0.7786,-0.76628,-0.74674,-0.71964,-0.68472,-0.64183,-0.59091,-0.53203,-0.4654,-0.39135
