1,1820 
2,1756 
3,-2929 
4,941 
5,-3980 
6,-7395 
7,8393 
8,10348 
9,-3814 
10,-5390 
11,-2650 
12,-322 
13,-1306 
14,8483 
15,-2725 
16,2273 
17,-6265 
18,-713 
19,11350 
20,-9152 
21,-5363 
22,2632 
23,11502 
24,-3177 
25,-6956 
26,663 
27,-253 
28,6232 
29,-8284 
30,6298 
31,-1088 
32,-669 
33,1733 
34,-4778 
35,-1142 
36,8994 
37,-4169 
38,-3566 
39,3468 
40,-794 
